Region,Customer Name,total_sales,row_num,rank_num,dense_rank_num
Central,Mark Hamilton,5016.26,163,163,163
Central,Robert Dilbeck,5002.111,164,164,164
Central,Philisse Overcash,4989.3438,165,165,165
Central,Chris Selesnick,4988.1455,166,166,166
Central,Deborah Brumfield,4974.1775,167,167,167
Central,Filia McAdams,4942.2862,168,168,168
Central,Dianna Vittorini,4891.35384,169,169,169
Central,Clytie Kelty,4883.56038,170,170,170
Central,Jennifer Ferguson,4874.09348,171,171,171
Central,Damala Kotsonis,4869.195,172,172,172
Central,Charles McCrossin,4868.483,173,173,173
Central,Randy Bradley,4866.3,174,174,174
Central,Darren Koutras,4857.34,175,175,175
Central,Liz Thompson,4845.071,176,176,176
Central,Bryan Davis,4826.191,177,177,177
Central,Emily Phan,4820.6058,178,178,178
Central,Justin Ellison,4808.981,179,179,179
Central,Max Ludwig,4800.8905,180,180,180
Central,Charles Crestani,4800.282,181,181,181
Central,Sung Pak,4799.4415,182,182,182
Central,Deanra Eno,4797.827,183,183,183
Central,Michelle Ellison,4792.104,184,184,184
Central,Henry MacAllister,4777.012,185,185,185
Central,Sarah Brown,4771.18184,186,186,186
Central,Ashley Jarboe,4765.041,187,187,187
Central,Gary Hansen,4747.8955,188,188,188
Central,Annie Thurman,4721.497,189,189,189
Central,Maureen Fritzler,4714.97044,190,190,190
Central,Darrin Sayre,4709.682,191,191,191
Central,Anthony Garverick,4692.836,192,192,192
Central,Valerie Mitchum,4678.902,193,193,193
Central,Ted Butterfield,4673.899,194,194,194
Central,Brendan Sweed,4665.9595,195,195,195
Central,Giulietta Weimer,4660.4785,196,196,196
Central,Jill Fjeld,4633.883,197,197,197
Central,Nat Carroll,4611.04954,198,198,198
Central,Jim Kriz,4601.907,199,199,199
Central,Bart Watters,4596.109,200,200,200
Central,Barry Franz,4588.50784,201,201,201
Central,Katrina Bavinger,4581.9135,202,202,202
Central,Maria Bertelson,4572.976,203,203,203
Central,Juliana Krohn,4567.63264,204,204,204
Central,Anthony Witt,4567.176,205,205,205
Central,Stuart Calhoun,4566.0955,206,206,206
Central,Bill Shonely,4564.091,207,207,207
Central,Max Jones,4558.03952,208,208,208
Central,Linda Cazamias,4556.761,209,209,209
Central,Nick Zandusky,4554.47,210,210,210
Central,John Grady,4552.256,211,211,211
Central,Ruben Ausman,4531.5818,212,212,212
Central,Toby Gnade,4530.088,213,213,213
Central,Tamara Manning,4524.888,214,214,214
Central,Brian Stugart,4517.3955,215,215,215
Central,Matt Collister,4502.55428,216,216,216
Central,Katrina Willman,4477.435,217,217,217
Central,Shahid Hopkins,4471.803,218,218,218
Central,Sharelle Roach,4462.0925,219,219,219
Central,Eugene Moren,4407.56392,220,220,220
Central,Barry Gonzalez,4390.716,221,221,221
Central,Beth Fritzler,4386.18064,222,222,222
Central,Ken Black,4386.0485,223,223,223
Central,Rick Wilson,4384.9275,224,224,224
Central,Lauren Leatherbury,4384.63932,225,225,225
Central,Michelle Tran,4357.3563,226,226,226
Central,Jim Sink,4349.629,227,227,227
Central,Bobby Odegard,4345.527,228,228,228
Central,Berenike Kampe,4341.654,229,229,229
Central,Sam Craven,4334.2006,230,230,230
Central,Paul Gonzalez,4332.098,231,231,231
Central,Troy Staebel,4327.884,232,232,232
Central,Ricardo Sperren,4327.609,233,233,233
Central,Sally Knutson,4323.0655,234,234,234
Central,Tony Sayre,4298.4132,235,235,235
Central,Craig Carroll,4265.539,236,236,236
Central,Cathy Armstrong,4262.005,237,237,237
Central,Carl Weiss,4251.2206,238,238,238
Central,Denise Leinenbach,4245.259,239,239,239
Central,Joseph Airdo,4215.846,240,240,240
Central,Cassandra Brandow,4209.371,241,241,241
Central,Katherine Nockton,4207.279,242,242,242
Central,Roger Demir,4205.986,243,243,243
Central,Paul Stevenson,4204.8965,244,244,244
Central,Alejandro Grove,4195.716,245,245,245
Central,Julie Creighton,4190.392,246,246,246
Central,Thais Sissman,4185.612,247,247,247
Central,Sara Luxemburg,4168.39,248,248,248
Central,Sue Ann Reed,4165.56,249,249,249
Central,Rob Lucas,4156.497,250,250,250
Central,Tim Brockman,4155.726,251,251,251
Central,Mary O'Rourke,4155.454,252,252,252
Central,Joni Blumstein,4153.835,253,253,253
Central,George Ashbrook,4140.65532,254,254,254
Central,Trudy Glocke,4139.573,255,255,255
Central,Bobby Elias,4139.241,256,256,256
Central,Cynthia Voltz,4135.3986,257,257,257
Central,Valerie Dominguez,4119.64,258,258,258
Central,Maria Etezadi,4108.306,259,259,259
Central,Paul MacIntyre,4089.646,260,260,260
Central,James Lanier,4071.8092,261,261,261
Central,Seth Vernon,4068.37788,262,262,262
Central,Harold Dahlen,4060.407,263,263,263
Central,Jim Mitchum,4041.62384,264,264,264
Central,Xylona Preis,4037.688,265,265,265
Central,Claudia Bergmann,4020.64234,266,266,266
Central,Jennifer Jackson,4010.849,267,267,267
Central,Sarah Foster,3998.404,268,268,268
Central,Marc Crier,3992.6355,269,269,269
Central,Fred Wasserman,3982.289,270,270,270
Central,Justin Hirsh,3981.222,271,271,271
Central,Andy Gerbode,3972.449,272,272,272
Central,John Castell,3970.19304,273,273,273
Central,Matthew Clasen,3965.152,274,274,274
Central,Mick Hernandez,3963.56864,275,275,275
Central,Jason Gross,3957.242,276,276,276
Central,Heather Jas,3942.8705,277,277,277
Central,Janet Martin,3941.906,278,278,278
Central,Julia Dunbar,3920.82096,279,279,279
Central,Jennifer Braxton,3912.1429,280,280,280
Central,Andrew Allen,3911.4735,281,281,281
Central,Matt Connell,3893.086,282,282,282
Central,Aleksandra Gannaway,3891.644,283,283,283
Central,Doug Bickford,3873.897,284,284,284
Central,Becky Castell,3846.646,285,285,285
Central,Jennifer Patt,3842.07696,286,286,286
Central,Jason Klamczynski,3833.607,287,287,287
Central,Roy Phan,3829.1335,288,288,288
Central,Benjamin Venier,3827.984,289,289,289
Central,Bruce Degenhardt,3821.1079,290,290,290
Central,Bobby Trafton,3794.494,291,291,291
Central,Carol Adams,3783.1888,292,292,292
Central,Annie Zypern,3780.933,293,293,293
Central,Art Foster,3775.497,294,294,294
Central,Janet Lee,3753.41464,295,295,295
Central,Mitch Gastineau,3749.943,296,296,296
Central,Arthur Wiediger,3741.43556,297,297,297
Central,Craig Molinari,3732.3869,298,298,298
Central,Dave Hallsten,3727.2965,299,299,299
Central,Arthur Gainer,3710.8935,300,300,300
Central,Sonia Cooley,3709.083,301,301,301
Central,Maureen Gnade,3705.574,302,302,302
Central,Michelle Huthwaite,3704.1475,303,303,303
Central,Paul Van Hugh,3677.6955,304,304,304
Central,Mick Crebagga,3647.685,305,305,305
Central,Scot Wooten,3645.3285,306,306,306
Central,Michelle Lonsdale,3643.63,307,307,307
Central,Clay Ludtke,3642.6,308,308,308
Central,Marc Harrigan,3640.58696,309,309,309
Central,Karen Bern,3640.182,310,310,310
Central,Henry Goldwyn,3639.1448,311,311,311
Central,Meg Tillman,3616.417,312,312,312
Central,Emily Grady,3615.78612,313,313,313
Central,Bill Stewart,3603.6654,314,314,314
Central,Hilary Holden,3599.1235,315,315,315
Central,Luke Schmidt,3585.7535,316,316,316
Central,Erica Smith,3578.54974,317,317,317
Central,Rick Bensley,3573.631,318,318,318
Central,Jonathan Doherty,3572.79292,319,319,319
Central,Roy Skaria,3569.8535,320,320,320
Central,Greg Hansen,3568.5638,321,321,321
Central,Ben Peterman,3566.973,322,322,322
Central,Sean Christensen,3555.109,323,323,323
Central,Evan Henry,3553.597,324,324,324
Central,Tom Stivers,3550.7345,325,325,325
Central,Rachel Payne,3550.4632,326,326,326
Central,Mark Cousins,3547.27708,327,327,327
Central,George Zrebassa,3538.42068,328,328,328
Central,Denny Blanton,3533.4593,329,329,329
Central,Raymond Buch,3527.974,330,330,330
Central,John Murray,3512.4165,331,331,331
Central,Katherine Ducich,3511.706,332,332,332
Central,Mitch Willingham,3509.812,333,333,333
Central,Anna Andreadi,3505.486,334,334,334
Central,Joni Wasserman,3499.996,335,335,335
Central,Thomas Thornton,3483.991,336,336,336
Central,Claire Gute,3483.81852,337,337,337
Central,Ed Braxton,3473.453,338,338,338
Central,Sam Zeldin,3457.151,339,339,339
Central,Trudy Brown,3456.415,340,340,340
Central,Don Miller,3453.571,341,341,341
Central,Tracy Zic,3428.706,342,342,342
Central,Alan Schoenberger,3425.182,343,343,343
Central,Sung Chung,3418.476,344,344,344
Central,Michael Nguyen,3408.206,345,345,345
Central,Michael Kennedy,3390.6525,346,346,346
Central,Zuschuss Donatelli,3382.0995,347,347,347
Central,Michael Dominguez,3379.467,348,348,348
Central,Rick Reed,3375.062,349,349,349
Central,Jennifer Halladay,3361.2895,350,350,350
Central,Katrina Edelman,3353.67936,351,351,351
Central,Ryan Akin,3326.021,352,352,352
Central,Thea Hudgings,3311.602,353,353,353
Central,Roy Collins,3311.0025,354,354,354
Central,Kelly Collister,3308.00196,355,355,355
Central,Nathan Mautz,3296.124,356,356,356
Central,Kelly Lampkin,3273.28,357,357,357
Central,Roland Schwarz,3269.8994,358,358,358
Central,Justin Deggeller,3266.509,359,359,359
Central,Matt Abelman,3258.307,360,360,360
Central,Dorothy Dickinson,3244.0818,361,361,361
Central,Matt Hagelstein,3240.998,362,362,362
Central,Sheri Gordon,3227.99,363,363,363
Central,Rose O'Brian,3226.592,364,364,364
Central,Don Weiss,3224.038,365,365,365
Central,Amy Cox,3208.54,366,366,366
Central,Nick Radford,3201.06268,367,367,367
Central,Darrin Van Huff,3199.052,368,368,368
Central,Gene McClure,3192.30348,369,369,369
Central,Kunst Miller,3191.888,370,370,370
Central,Amy Hunt,3189.3602,371,371,371
Central,Pete Kriz,3184.862,372,372,372
Central,Carl Ludwig,3174.52156,373,373,373
Central,Sean O'Donnell,3173.106,374,374,374
Central,Stewart Visinsky,3165.968,375,375,375
Central,Greg Maxwell,3163.897,376,376,376
Central,Grace Kelly,3140.869,377,377,377
Central,Jill Matthias,3139.009,378,378,378
Central,Gene Hale,3133.484,379,379,379
Central,Christina Anderson,3132.1137,380,380,380
Central,Henia Zydlo,3124.4715,381,381,381
Central,Allen Goldenen,3117.572,382,382,382
Central,Toby Swindell,3113.964,383,383,383
Central,Christine Phan,3096.798,384,384,384
Central,Bradley Drucker,3092.9735,385,385,385
Central,Fred Harton,3083.6155,386,386,386
Central,Ralph Arnett,3080.737,387,387,387
Central,Lena Creighton,3071.71,388,388,388
Central,Ben Ferrer,3063.535,389,389,389
Central,Tracy Poddar,3062.904,390,390,390
Central,Khloe Miller,3060.153,391,391,391
Central,Tracy Blumstein,3047.68762,392,392,392
Central,Joe Kamberova,3043.449,393,393,393
Central,Cynthia Arntzen,3042.522,394,394,394
Central,Laurel Workman,3041.7,395,395,395
Central,Dean Braden,3026.84,396,396,396
Central,Lindsay Williams,3016.4745,397,397,397
Central,Greg Matthias,3012.801,398,398,398
Central,Stuart Van,3005.4175,399,399,399
Central,Kristen Hastings,3002.301,400,400,400
Central,Phillip Flathmann,2987.995,401,401,401
Central,Resi Pölking,2986.564,402,402,402
Central,Dan Reichenbach,2980.776,403,403,403
Central,Adam Hart,2967.732,404,404,404
Central,Ken Brennan,2967.63,405,405,405
Central,Dennis Kane,2960.476,406,406,406
Central,Christine Abelman,2951.449,407,407,407
Central,Richard Eichhorn,2940.086,408,408,408
Central,Tamara Dahlen,2937.799,409,409,409
Central,Neola Schneider,2926.905,410,410,410
Central,Stephanie Ulpright,2922.883,411,411,411
Central,Trudy Schmidt,2919.713,412,412,412
Central,Michael Granlund,2919.609,413,413,413
Central,Tom Boeckenhauer,2911.772,414,414,414
Central,Joy Daniels,2911.54,415,415,415
Central,Rob Haberlin,2901.19916,416,416,416
Central,Maribeth Dona,2893.6412,417,417,417
Central,Mark Haberlin,2890.455,418,418,418
Central,Rob Dowd,2881.929,419,419,419
Central,Sally Hughsby,2877.145,420,420,420
Central,Tamara Willingham,2876.999,421,421,421
Central,Ralph Ritter,2872.16948,422,422,422
Central,Meg O'Connel,2872.167,423,423,423
Central,Ivan Liston,2864.184,424,424,424
Central,Jamie Kunitz,2863.711,425,425,425
Central,Laurel Elliston,2863.658,426,426,426
Central,Bradley Nguyen,2862.98734,427,427,427
Central,Russell D'Ascenzo,2859.82232,428,428,428
Central,Astrea Jones,2857.0265,429,429,429
Central,Anna Häberlin,2853.69096,430,430,430
Central,Andrew Roberts,2852.61836,431,431,431
Central,Anthony Jacobs,2850.7075,432,432,432
Central,Peter Fuller,2847.91516,433,433,433
Central,Nora Preis,2844.334,434,434,434
Central,Joseph Holt,2837.851,435,435,435
Central,Christina DeMoss,2831.415,436,436,436
Central,Ivan Gibson,2825.36,437,437,437
Central,Frank Gastineau,2816.6595,438,438,438
Central,Dave Kipp,2808.68216,439,439,439
Central,Barbara Fisher,2783.5825,440,440,440
Central,Rob Beeghly,2777.707,441,441,441
Central,Larry Blacks,2776.064,442,442,442
Central,Katherine Hughes,2771.206,443,443,443
Central,Brian Derr,2770.732,444,444,444
Central,Pauline Chand,2755.62,445,445,445
Central,David Flashing,2746.801,446,446,446
Central,Paul Lucas,2722.341,447,447,447
Central,Paul Knutson,2717.196,448,448,448
Central,Michael Chen,2711.97212,449,449,449
Central,Maris LaWare,2688.069,450,450,450
Central,Barry Französisch,2684.1265,451,451,451
Central,Alex Russell,2682.015,452,452,452
Central,Brendan Dodson,2680.92,453,453,453
Central,Neil Ducich,2680.47,454,454,454
Central,David Bremer,2667.8505,455,455,455
Central,Steven Roelle,2660.872,456,456,456
Central,Anna Chung,2660.826,457,457,457
Central,Tony Chapman,2659.122,458,458,458
Central,Jay Fein,2655.062,459,459,459
Central,Fred Hopkins,2650.00102,460,460,460
Central,Bill Tyler,2641.057,461,461,461
Central,Matt Collins,2640.828,462,462,462
Central,Maureen Gastineau,2640.234,463,463,463
Central,Jim Radford,2635.535,464,464,464
Central,Lisa Hazard,2625.438,465,465,465
Central,Vivek Gonzalez,2616.8135,466,466,466
Central,Russell Applegate,2611.293,467,467,467
Central,Kean Takahito,2610.772,468,468,468
Central,Duane Benoit,2608.42624,469,469,469
Central,Becky Pak,2608.1788,470,470,470
Central,Lycoris Saunders,2606.201,471,471,471
Central,Eric Barreto,2602.023,472,472,472
Central,Denise Monton,2601.107,473,473,473
Central,Shahid Collister,2584.28084,474,474,474
Central,Eudokia Martin,2575.698,475,475,475
Central,Rick Hansen,2574.668,476,476,476
Central,Lena Cacioppo,2570.12036,477,477,477
Central,Alex Grayson,2568.9745,478,478,478
Central,Karen Carlisle,2566.751,479,479,479
Central,Victoria Brennan,2557.4356,480,480,480
Central,Tracy Hopkins,2555.158,481,481,481
Central,Bryan Mills,2550.88,482,482,482
Central,Quincy Jones,2543.38,483,483,483
Central,Alan Shonely,2540.277,484,484,484
Central,Theresa Coyne,2516.14416,485,485,485
Central,Darrin Martin,2510.892,486,486,486
Central,Lena Radford,2504.88056,487,487,487
Central,Phillip Breyer,2496.303,488,488,488
Central,Tom Zandusky,2488.117,489,489,489
Central,Craig Leslie,2482.515,490,490,490
Central,Nat Gilpin,2477.766,491,491,491
Central,Bill Overfelt,2475.698,492,492,492
Central,Adrian Shami,2472.831,493,493,493
Central,Patrick Ryan,2472.006,494,494,494
Central,Lori Olson,2461.56,495,495,495
Central,Vivek Grady,2449.461,496,496,496
Central,Parhena Norris,2446.692,497,497,497
Central,Dorris liebe,2445.889,498,498,498
Central,Bryan Spruell,2444.652,499,499,499
Central,Christopher Conant,2441.724,500,500,500
Central,Barry Blumstein,2439.864,501,501,501
Central,Mark Van Huff,2437.406,502,502,502
Central,Erin Ashbrook,2434.99992,503,503,503
Central,Sandra Glassco,2421.406,504,504,504
Central,Chad Sievert,2418.642,505,505,505
Central,Eileen Kiefer,2417.247,506,506,506
Central,Chad Cunningham,2414.821,507,507,507
Central,Jim Karlsson,2409.28,508,508,508
Central,Chris McAfee,2406.87864,509,509,509
Central,Guy Armstrong,2406.756,510,510,510
Central,Sarah Jordon,2404.023,511,511,511
Central,Frank Carlisle,2377.56,512,512,512
Central,Maxwell Schwartz,2368.216,513,513,513
Central,Ross Baird,2360.0094,514,514,514
Central,Ralph Kennedy,2359.2695,515,515,515
Central,Ryan Crowe,2355.264,516,516,516
Central,Frank Hawley,2353.704,517,517,517
Central,Roland Murray,2340.244,518,518,518
Central,James Galang,2327.956,519,519,519
Central,Natalie DeCherney,2326.0865,520,520,520
Central,Ann Blume,2319.09,521,521,521
Central,Hallie Redmond,2316.432,522,522,522
Central,Naresj Patel,2313.809,523,523,523
Central,Brad Thomas,2313.791,524,524,524
Central,Linda Southworth,2305.51,525,525,525
Central,Corinna Mitchell,2305.36098,526,526,526
Central,Jeremy Farry,2297.98986,527,527,527
Central,Dennis Bolton,2297.69156,528,528,528
Central,Nora Pelletier,2295.1855,529,529,529
Central,Victoria Pisteka,2293.175,530,530,530
Central,Cindy Chapman,2282.246,531,531,531
Central,Toby Braunhardt,2268.202,532,532,532
Central,Cyma Kinney,2262.148,533,533,533
Central,Victoria Wilson,2260.233,534,534,534
Central,Susan MacKendrick,2243.135,535,535,535
Central,Dave Poirier,2241.592,536,536,536
Central,Giulietta Dortch,2234.3685,537,537,537
Central,Sample Company A,2233.31424,538,538,538
Central,Philip Brown,2233.27096,539,539,539
Central,Chuck Clark,2231.348,540,540,540
Central,Edward Nazzal,2226.888,541,541,541
Central,Mike Vittorini,2219.772,542,542,542
Central,Patricia Hirasaki,2211.283,543,543,543
Central,Bradley Talbott,2207.628,544,544,544
Central,Clay Cheatham,2195.95434,545,545,545
Central,Nona Balk,2184.83,546,546,546
Central,Speros Goranitis,2180.854,547,547,547
Central,Logan Currie,2179.77,548,548,548
Central,Grant Thornton,2179.14204,549,549,549
Central,Arthur Prichep,2167.4585,550,550,550
Central,Bart Pistole,2162.728,551,551,551
Central,Corey-Lock,2162.61996,552,552,552
Central,Mary Zewe,2157.6605,553,553,553
Central,Ross DeVincentis,2151.728,554,554,554
Central,Craig Yedwab,2150.9895,555,555,555
Central,Lisa DeCherney,2136.841,556,556,556
Central,Joy Smith,2125.50568,557,557,557
Central,Sally Matthias,2119.874,558,558,558
Central,Pauline Webber,2116.383,559,559,559
Central,Olvera Toch,2115.742,560,560,560
Central,Sylvia Foulston,2106.032,561,561,561
Central,Steve Carroll,2098.252,562,562,562
Central,Dorothy Badders,2092.9418,563,563,563
Central,Giulietta Baptist,2092.533,564,564,564
Central,Dan Campbell,2090.822,565,565,565
Central,John Lucas,2088.986,566,566,566
Central,Julie Kriz,2087.712,567,567,567
Central,Michael Oakman,2075.284,568,568,568
Central,Randy Ferguson,2051.406,569,569,569
Central,Nathan Gelder,2041.925,570,570,570
Central,Beth Thompson,2040.062,571,571,571
Central,Saphhira Shifley,2038.46736,572,572,572
Central,Carol Triggs,2038.18704,573,573,573
Central,Allen Rosenblatt,2025.363,574,574,574
Central,Susan Gilcrest,2025.17836,575,575,575
Central,Roland Fjeld,2023.966,576,576,576
Central,Shirley Schmidt,2021.247,577,577,577
Central,Lindsay Castell,2018.868,578,578,578
Central,Pete Armstrong,2012.08,579,579,579
Central,Noah Childs,1999.6075,580,580,580
Central,Muhammed MacIntyre,1992.698,581,581,581
Central,Robert Barroso,1988.074,582,582,582
Central,Erica Hernandez,1980.698,583,583,583
Central,Scot Coram,1970.826,584,584,584
Central,Christina VanderZanden,1961.456,585,585,585
Central,Aimee Bixby,1958.485,586,586,586
Central,William Brown,1957.694,587,587,587
Central,Sean Miller,1957.488,588,588,588
Central,Jenna Caffey,1941.93,589,589,589
Central,Sandra Flanagan,1915.9,590,590,590
Central,Robert Waldorf,1911.94,591,591,591
Central,Bruce Geld,1911.7365,592,592,592
Central,Don Jones,1910.251,593,593,593
Central,Sonia Sunley,1910.178,594,594,594
Central,Pete Takahito,1909.328,595,595,595
Central,Theresa Swint,1903.881,596,596,596
Central,Liz Willingham,1903.716,597,597,597
Central,Dan Lawera,1902.144,598,598,598
Central,Skye Norling,1889.426,599,599,599
Central,John Dryer,1885.86248,600,600,600
Central,Justin Ritter,1881.862,601,601,601
Central,Adam Bellavance,1880.628,602,602,602
Central,Lindsay Shagiari,1874.595,603,603,603
Central,Barry Pond,1874.32,604,604,604
Central,Mike Caudle,1869.968,605,605,605
Central,Ted Trevino,1859.5905,606,606,606
Central,Doug Jacobs,1858.023,607,607,607
Central,Joni Sundaresam,1856.225,608,608,608
Central,Tracy Collins,1854.882,609,609,609
Central,Brooke Gillingham,1851.57288,610,610,610
Central,Evan Minnotte,1847.186,611,611,611
Central,Scott Williamson,1840.2101,612,612,612
Central,Maya Herman,1839.402,613,613,613
Central,Jill Stevenson,1837.82,614,614,614
Central,Dennis Pardue,1835.6925,615,615,615
Central,Sarah Bern,1835.4115,616,616,616
Central,Erin Smith,1832.838,617,617,617
Central,Frank Preis,1829.904,618,618,618
Central,Vivek Sundaresam,1825.159,619,619,619
Central,Max Engle,1821.1962,620,620,620
Central,Todd Boyes,1811.556,621,621,621
Central,Georgia Rosenberg,1809.627,622,622,622
Central,Jason Fortune-,1800.508,623,623,623
Central,Ann Steele,1799.447,624,624,624
Central,Michelle Arnett,1798.267,625,625,625
Central,Adrian Hane,1781.026,626,626,626
Central,Carlos Meador,1776.762,627,627,627
Central,Liz MacKendrick,1774.505,628,628,628
Central,Brad Eason,1771.249,629,629,629
Central,Deirdre Greer,1762.53,630,630,630
Central,Dorothy Wardle,1746.9002,631,631,631
Central,Roger Barcio,1725.55,632,632,632
Central,Alyssa Tate,1723.512,633,633,633
Central,Kelly Williams,1715.8565,634,634,634
Central,Suzanne McNair,1679.695,635,635,635
Central,Karen Seio,1653.25312,636,636,636
Central,Gary Mitchum,1652.843,637,637,637
Central,Mick Brown,1644.01,638,638,638
Central,Jonathan Howell,1623.961,639,639,639
Central,Neil Knudson,1620.362,640,640,640
Central,Toby Ritter,1583.37,641,641,641
Central,Edward Becker,1555.857,642,642,642
Central,Mike Kennedy,1548.856,643,643,643
Central,Christopher Schild,1542.432,644,644,644
Central,Erica Bern,1540.844,645,645,645
Central,Craig Reiter,1532.165,646,646,646
Central,MaryBeth Skach,1518.146,647,647,647
Central,Alan Haines,1515.42124,648,648,648
Central,David Wiener,1514.276,649,649,649
Central,Gary McGarr,1507.755,650,650,650
Central,Nicole Brennan,1504.428,651,651,651
Central,Frank Merwin,1501.256,652,652,652
Central,Guy Thornton,1491.368,653,653,653
Central,Andy Yotov,1488.43644,654,654,654
Central,Jay Kimmel,1486.11824,655,655,655
Central,Rob Williams,1483.5235,656,656,656
Central,Jocasta Rupert,1473.861,657,657,657
Central,Duane Huffman,1472.898,658,658,658
Central,Natalie Webber,1466.758,659,659,659
Central,Chris Cortes,1461.795,660,660,660
Central,Eric Hoffmann,1461.608,661,661,661
Central,Troy Blackwell,1453.014,662,662,662
Central,Robert Marley,1452.507,663,663,663
Central,Laurel Beltran,1449.31832,664,664,664
Central,Pamela Coakley,1448.562,665,665,665
Central,Mitch Webber,1441.966,666,666,666
Central,Victor Preis,1430.355,667,667,667
Central,Stefania Perrino,1429.076,668,668,668
Central,Anthony O'Donnell,1421.286,669,669,669
Central,Patrick Gardner,1416.698,670,670,670
Central,Daniel Byrd,1402.953,671,671,671
Central,Barry Weirich,1397.082,672,672,672
Central,Ritsa Hightower,1396.72,673,673,673
Central,Pierre Wener,1394.044,674,674,674
Central,Cindy Schnelling,1392.18,675,675,675
Central,John Stevenson,1371.683,676,676,676
Central,Alejandro Ballentine,1367.102,677,677,677
Central,Janet Molinari,1363.866,678,678,678
Central,Justin MacKendrick,1356.1828,679,679,679
Central,Ben Wallace,1353.716,680,680,680
Central,Ken Heidel,1352.486,681,681,681
Central,Ann Chong,1339.72468,682,682,682
Central,Valerie Takahito,1336.3285,683,683,683
Central,Stewart Carmichael,1335.785,684,684,684
Central,Anemone Ratner,1334.798,685,685,685
Central,Ricardo Emerson,1334.76,686,686,686
Central,Kean Thornton,1321.4064,687,687,687
Central,Ionia McGrath,1319.016,688,688,688
Central,Carl Jackson,1316.095,689,689,689
Central,Erica Hackney,1309.123,690,690,690
Central,Herbert Flentye,1297.283,691,691,691
Central,Christine Kargatis,1289.3,692,692,692
Central,Jim Epp,1282.598,693,693,693
Central,Kean Nguyen,1275.194,694,694,694
Central,Vicky Freymann,1264.892,695,695,695
Central,Maurice Satty,1263.028,696,696,696
Central,Jamie Frazer,1255.923,697,697,697
Central,Helen Abelman,1239.63456,698,698,698
Central,Sibella Parks,1232.754,699,699,699
Central,Brian Thompson,1222.73,700,700,700
Central,Angele Hood,1221.669,701,701,701
Central,Jack Garza,1221.565,702,702,702
Central,Peter Bühler,1216.168,703,703,703
Central,Harold Ryan,1214.89536,704,704,704
Central,Lena Hernandez,1201.951,705,705,705
Central,Larry Hughes,1173.152,706,706,706
Central,Christine Sundaresam,1164.902,707,707,707
Central,Harold Engle,1163.002,708,708,708
Central,Tom Prescott,1158.14572,709,709,709
Central,Fred McMath,1157.864,710,710,710
Central,Maribeth Yedwab,1157.358,711,711,711
Central,Daniel Lacy,1150.78,712,712,712
Central,Harold Pawlan,1125.0135,713,713,713
Central,Julia Barnett,1103.10704,714,714,714
Central,Dean Katz,1098.834,715,715,715
Central,Sean Wendt,1090.787,716,716,716
Central,Brian DeCherney,1071.4,717,717,717
Central,Brad Norvell,1052.5362,718,718,718
Central,Guy Phonely,1051.279,719,719,719
Central,Evan Bailliet,1050.712,720,720,720
Central,Cindy Stewart,1049.627,721,721,721
Central,Karen Ferguson,1045.099,722,722,722
Central,Corey Roper,1045.04728,723,723,723
Central,Jeremy Ellison,1043.006,724,724,724
Central,Helen Andreada,1037.289,725,725,725
Central,Christopher Martinez,1004.868,726,726,726
Central,Jas O'Carroll,998.42,727,727,727
Central,Richard Bierner,990.432,728,728,728
Central,Vivian Mathis,986.709,729,729,729
Central,Craig Carreira,969.785,730,730,730
Central,Doug O'Connell,968.206,731,731,731
Central,Joe Elijah,965.088,732,732,732
Central,Rick Huthwaite,958.725,733,733,733
Central,Lynn Smith,954.82,734,734,734
Central,Nicole Fjeld,948.103,735,735,735
Central,Bart Folk,926.82,736,736,736
Central,Ed Ludwig,907.532,737,737,737
Central,Ruben Dartt,898.56,738,738,738
Central,Julie Prescott,891.725,739,739,739
Central,Eva Jacobs,886.557,740,740,740
Central,Brendan Murry,870.342,741,741,741
Central,Edward Hooks,866.073,742,742,742
Central,Alan Dominguez,853.2465,743,743,743
Central,Neoma Murray,847.872,744,744,744
Central,Benjamin Patterson,847.636,745,745,745
Central,Arianne Irving,842.8,746,746,746
Central,Katharine Harms,841.23,747,747,747
Central,Thomas Brumley,821.17012,748,748,748
Central,Marina Lichtenstein,817.112,749,749,749
Central,Pauline Johnson,797.892,750,750,750
Central,Luke Weiss,785.062,751,751,751
Central,Sung Shariari,713.135,752,752,752
Central,Keith Herrera,704.38,753,753,753
Central,Tanja Norvell,697.482,754,754,754
Central,Cari Sayre,662.508,755,755,755
Central,Anne Pryor,657.208,756,756,756
Central,Shaun Weien,642.954,757,757,757
Central,Alyssa Crouse,630.028,758,758,758
Central,Tim Taslimi,624.16,759,759,759
Central,Chad McGuire,612.45,760,760,760
Central,Carlos Soltero,606.432,761,761,761
Central,Denny Ordway,605.68,762,762,762
Central,Peter McVee,588.354,763,763,763
Central,Susan Vittorini,568.599,764,764,764
Central,Emily Burns,565.875,765,765,765
Central,Brian Dahlen,522.26,766,766,766
Central,Nancy Lomonaco,507.044,767,767,767
Central,Liz Pelletier,503.826,768,768,768
Central,Chloris Kastensmidt,496.696,769,769,769
Central,Jeremy Lonsdale,483.751,770,770,770
Central,Duane Noonan,477.3,771,771,771
Central,Anthony Johnson,463.491,772,772,772
Central,Clay Rozendal,459.89,773,773,773
Central,Fred Chung,458.8215,774,774,774
Central,Ed Jacobs,452.256,775,775,775
Central,Patrick Jones,425.204,776,776,776
